act,scene,number,characters,dramatic_situation,air_or_melodie,poetic_text,rhyme_scheme,poetic_form,end_of_line_accents,syllable_count_per_line,irregularities,stage_direction_or_cues,reprise
1,6,1,SOLIVEAU,"Soliveau is lost in the city and frustrated with his inability to find the address using a guidebook, so he sings to express his confusion and irritation.","Sommeillez encor, ma chère","En vain je cherche, j'examine,
Ce livre conduit mon regard
De Coquenard en Lamartine,
De Lamartine en Coquenard.
J'aurais besoin, c'est véridique,
Pour comprendre d'après l'auteur,
Ce que l'Indicateur indique,
Qu'on m'indiquât l'indicateur!
Pour comprendre ce qu'il m'indique,
Qu'on m'indique l'indicateur!",ABAB CCDDC,Couplets with a repetition at the end,féminine; masculine; féminine; masculine; féminine; masculine; féminine; féminine; féminine; féminine,8; 8; 8; 8; 8; 8; 8; 8; 8; 8,,(Serappelant.) Ah!...c'estruedu Mouton...,
1,7,1,Damastor; Soliveau,Damastor meets Soliveau and tries to convince him of his generosity by comparing himself to a Scotsman.,Des brodequins de Lise,"Jesuiscomme un Écossais,
Noble etgrandde ma personne ;
L'hospitalitéjedonne,
Et je ne lavends jamais.",ABAB,Quatrain,feminine; feminine; feminine; feminine,8; 9; 8; 9,,,
1,7,2,Soliveau; Damastor,"Damastor and Soliveau sing together about Damastor's supposed generous nature, reinforcing his earlier claim.",Des brodequins de Lise,"Ilestcomme un Ecossais,
Noble et grand de sa personne,
L'hospitalitése donne ,
Ellene se vend jamais!",ABAB,Quatrain,feminine; feminine; feminine; feminine,8; 9; 8; 9,,(Ilssortentpar ladroite.),
2,1,3,Choeur; Damastor; Soliveau,"Damastor and Soliveau enter a busy market, and the chorus sings about the wonders and innovations being presented from around the world.",J. Margeot,"Ici, de touspays
Chaque homme
Qu'on renomme ,
Expose des produits
Qui vont émerveillerParis.",ABCB,Stanza,feminine; masculine; feminine; feminine; masculine,7; 3; 4; 8; 8,,,
2,1,4,Choeur,Reprise of the chorus as merchants call out to attract customers.,J. Margeot,"Icide tous pays, etc.",A,Refrain,masculine,5,"Refrain indicated by 'etc.', signaling a direct repetition of the earlier section.","TOUTES LES MARCHANDES, criant. Voyez, voyez, Messieurs, Mesdames !...","Ici, de touspays etc."
2,1,5,Choeur; Canichon,The crowd reacts with amusement to a malfunctioning clothes-brushing machine during the demonstration.,Unspecified,"Ah ! c'estplaisant!
Très -amusant !
C'estcharmant! (bis.)
Oui,vraiment,
C'est charmant !
Très -intéressant!",AAABBB,Verse with repetition,masculine; masculine; masculine; masculine; masculine; masculine,5; 5; 3; 5; 3; 6,,(Icila machine à battreleshabitsse met à fonctionner.),
2,2,6,Frédégonde; Choeur,"Frédégonde and the crowd sing about the history and evolution of hats, with humor and nostalgia.",Les garçons de Beaugency (Les charmeurs),"L'histoirede nos chapeaux
Est une drôle d'histoire.
Chez nous, lesplus rococos
Remontent au Directoire.
C'estlàque nous apparaît
Le chapeau tuyau de poêle;
Et, pour cachermaint attrait,
Sous l'Empireon met un voile
Au chapeau cabriolet.
Puis l'Empireapprécie
Le chapeauqu'onappela
A lachipie,
Et le chapeau Paméla.",ABABCCDDEFGF,Stanza,feminine; feminine; feminine; feminine; masculine; feminine; masculine; feminine; feminine; feminine; feminine; feminine; feminine,8; 8; 8; 8; 8; 8; 8; 8; 7; 8; 8; 6; 5,,,
2,2,7,Frédégonde; Choeur,"Continuation of the song discussing hat styles from the Restoration period, with a nod to practicality.",Les garçons de Beaugency (Les charmeurs),"Sous laRestauration,
Le bibi qui se présente
Faitpartoutsensation;
Mais,aprèsmilhuitcenttrente,
Ildevientdemauvais ton;
Et le bibi sur nos têtes
Faitplace,le croirait-on,
Aux casquettesdes lorettes,
Ainsiqu'au chapeau carton.
Mais nous changeons nos modes ,
Et nos modernes chapeaux
Sont pluscommodes :
On lesportedans le dos.",ABABCCDDEFGF,Stanza,feminine; feminine; feminine; feminine; feminine; feminine; feminine; feminine; feminine; feminine; feminine; feminine; masculine,8; 8; 8; 9; 8; 8; 8; 8; 8; 8; 8; 7; 7,,(La dame rentre dans la boutique.),"Nous apprenons à propos, etc."
2,2,8,Frédégonde,Frédégonde explains a new invention to prevent fashionable headaches.,Calpigi,"Eh bien! cettemode sibelle,
Et sicommode , etsinouvelle,
N'a passatisfaitlejury.",AAB,Terza Rima,feminine; feminine; feminine,8; 8; 9,,,
1,8,1,Soliveau,Soliveau is being rocked to sleep by a mechanical bed that unexpectedly plays music.,"Dodo, l'enfant, do","Dodo, l'enfant, do",N/A,lullaby,féminine,5,,"(Le lit se met de lui-même à bercer Soliveau en jouant l'air: Dodo, l'enfant, do.)",
2,1,1,Léonore,Léonore expresses her determination to clear her reputation.,Vaudeville de Jocrisse,"Ah! qu’on est fier d’être sage, Malgré tous les envieux; Mais, lorsqu’on perd cet avantage, Que les truchements sont odieux! Vais-je périr d’amertume? Non, non, vengeons mon amour; Levons enfin le dictame, Pour le bonheur de mon tour!",ABABCCDD,Strophic,feminine; masculine; feminine; masculine; feminine; masculine; feminine; masculine,8; 8; 8; 8; 8; 8; 8; 8,,,
2,2,1,Nelly; Lisbeth; Frédégonde; Carmen; Nata,"The characters enter in various national costumes, expressing their outrage at being rejected from the exposition and singing about the injustice of this decision.",Au bruit des trompettes (Binettes),"C'est une injustice
Ou c'est un pari...
Il faut qu'on sévisse
Contre le jury.
Des Champs-Élysées
L'exposition
Nous a refusées!
Malédiction!
Vengeance! vengeance!
Bientôt, je pense,
On nous connaîtra mieux.
Il faut que la France
Aussi récompense
Nos produits merveilleux!",AABBCCDDEE FFGG,Chorus,feminine; masculine; feminine; masculine; feminine; feminine; feminine; masculine; feminine; feminine; masculine; feminine; feminine; masculine,6; 5; 5; 5; 6; 5; 5; 3; 3; 4; 6; 6; 5; 6,"Due to the rhythm of the song, certain contractions may lead to an irregular syllable count.",The characters enter vividly from the left dressed in various national costumes.,
2,3,1,Frédégonde; Toutes,The characters are lamenting that their inventions were rejected and are expressing their frustration.,Le beau Lycas aimait Thémire,"Voyez l'injusticedes hommes !
Refuser nos inventions !
Maintenant Mesdames , nous sommes
Dans de tristespositions.
A touslesaffrontsexposées,
Objetsde touteslesrisées,
Quand nousparaîtronsmaintenant,
On va direqu'ensemoquant
Des messieursnous ont refusées! ) (bis, en-
N'est-ce pasbien humiliant! ensemble.)",AABBCCDDEE,Poem,feminine; feminine; feminine; feminine; feminine; feminine; masculine; feminine; feminine; feminine,9; 8; 9; 8; 11; 11; 12; 6; 9,Lines intermixed with stage directions indicating repetition and ensemble singing.,"(bis, ensemble) repetition of the last line by all characters.",
2,3,2,Toutes,The group is singing a pledge to achieve victory and to ensure that capable women have their products exhibited.,Jurons! (A. Adam),"Jurons! (ter.)
Que nous l'emporterons!
Pour que defemmes sicapables
Chaque produitsoitexposé,
Ilfautde jeunesgens aimables
Que lejury soitcomposé !
(bis.)",ABABAB,Chorus with repetition,masculine; masculine; feminine; masculine; feminine; masculine,3; 8; 9; 8; 9; 8,The short exclamation 'Jurons!' repeated thrice at the start.,"Repetition indicated by (ter.), meaning thrice.",
2,3,3,Damastor; Toutes,"Damasator invites others to join him in opposing the official exposition, promising to understand and appreciate the genius that was overlooked.",Ne raillez pas la garde citoyenne,"Venez à moi, vitousquidevezprendre
Un nobleessor,dans cebrillantParis;
Si lejuryn'apassu vicomprendre,
Je comprendraice qu'iln'apas compris.
J'applaudiraimême ,sansriencomprendre,
Car legénie estobscur ici-bas,
Et lebon goûtquijugesansattendre,
Doit admirer ce qu'ilne comprend pas.
Ne fait-on pas des maisons sans toitures,
Et des tableauxsans couleursni dessin;
Du feusansbois,deshabitssanscoutures,
Du painsansblé,etdu vinsansraisin.
En nous moquantdessottesépigrammes,
Marchons toujours, etbientôtnous ferons
Des œufssanspoulesetdeshommes sansfemmes,
Comme onafaitdespoissonssanspoissons.
C'estau génieà transformerlemonde,
Ilne peut plusse montrer telqu'ilest.
On ditqu'iltourneetquesaformeestronde,
Nous leferonscarré, siça nousplaît.
Enfin,ceglobeétaitdesplusimmondes,
On s'enplaignaitdanschaquenation;
Maisilseraleplusparfaitdesmondes,
Quand inse a de dron almon4 LE PALAIS DE CHRYSOCALE ,
Venez à moi , vitousqui devez prendre
Un nobleessor,dans ce brillantParis;
Silejuryn'apas suvous comprendre,
Je comprendrai,cequ'iln'apas compris.",ABABCDCDEFEFGHGH,Stanzaic with melodic reprise,feminine; masculine; feminine; masculine; feminine; masculine; feminine; masculine; feminine; masculine; feminine; masculine; feminine; masculine; feminine; masculine,14; 10; 13; 10; 13; 9; 13; 9; 12; 10; 13; 10; 11; 10; 13; 10,Presence of satirical and humorous content about inventions. ,,"Venez à moi, ect."
2,3,4,Damastor; Toutes,"Damastor's rousing anthem to lead the women to the ""Palais de Chrysocale,"" symbolizing defiance and the creation of a parallel exposition.",Air de la Marseillaise des femmes,"J'ai voulu donner un asile
A touscesproduitsmerveilleux,
Qui sontrestéssans domicile;
Je lesreçoistous,etje veux
Que toutelacapitale
Dise, en voyantmon local:
Le palaisde Chrysocale,
Vaut bien celui de Cristal.
Dépêchons ! dépêchons !",AABCCB,Stanza with chorus repetition,feminine; masculine; feminine; masculine; feminine; masculine,9; 8; 8; 7; 8; 8,Inspired by a well-known anthem melody.,,
2,4,1,Carmen; Palmyre; Maxime,A comedic and slightly flirtatious scene where characters are intrigued and amused by the invention of inflatable forms.,On dit que je suis sans malice,"Plus on approche et plus ça pique,
En vérité, c'est magnifique!
Sans rien dire, sans se fâcher,
Ne pas se laisser approcher.
Mais pour l'amant qui se présente
C'est une invention... blessante.
On a, lorsqu'on est d'accord,
Qu'à ne pas tirer le ressort. (bis)",AABBCCDD,Quatrains,feminine; feminine; feminine; feminine; feminine; feminine; feminine; feminine,10; 10; 9; 9; 9; 9; 9; 9,,Carmen goes to her boutique. Palmyre requests to see the corsets. Maxime shows concern but Palmyre reassures him.,
2,5,1,Margot; Soliveau; Nelly,"Margot is embarrassed by the air-filled contraption inserted under her clothing, giving her a more rounded appearance. Soliveau humorously comments on the change.",Air de Bonaparte à Brienne,"MARGOT:,
.O surprise étonnante!
Canichon me verra
Et trouvera charmante
Cette tournure --là.
SOLIVEAU ET NELLY: 
Ce palais, que l'on vante,
Fait ces prodiges-là.
Quelle taille élégante!
Qu'elle est bien comme ça!",ABAB AACC,Quatrains,féminine; féminine; féminine; féminine; féminine; masculine; féminine; féminine,6; 6; 6; 6; 6; 7; 6; 7,,"Margot takes a tube and blows into it, causing her to inflate.",
2,5,2,Canichon; Margot; Soliveau; Nelly,Canichon enters with over-the-top fashion and is impressed by Margot's new appearance.,Air de Bonaparte à Brienne,"CANICHON: 
Comme ell's'est arrondie!
Les superbes appas!
(Il veut lui prendre la taille.)
MARGOT, lui donnant une tape sur la main:
C'est comme à l'Industrie
R'gardez...mais n'touchez pas!
REPRISE DE L'ENSEMBLE:",ABAB,Quatrain with dialogue,féminine; masculine; féminine; féminine,7; 7; 10; 9,Reprise of the ensemble verse after Margot’s response.,Margot and Canichon exit stage left; the scene repeats the established ensemble verse.,Reprise of earlier ensemble
2,7,1,Damastor; Canichon,Damastor is offering to guide Canichon and his wife Margot to the Palais de l'Industrie.,Allons aux Prés-Saint-Gervais,"Allons vite visiter Ce beau palais de l'Industrie, Que chaque noble patrie De ses trésors vient de doter.",ABAB,Quatrain,feminine; feminine; feminine; feminine,8; 8; 8; 8,,"During this ensemble, Damastor offers his arm to Margot and they all exit to the right, when Soliveau enters from the same side and collides with Canichon.","Allons vite visiter, etc."
2,6,2,Soliveau,"Soliveau is lost and confused in Paris, reflecting on the confusing street guide as he searches for his wife's location.","Sommeillez encor, ma chère","En vain je cherche, j'examine, Ce livre conduit mon regard De Coquenard en Lamartine, De Lamartine en Coquenard. J'aurais besoin, c'est véridique, Pour comprendre d'après l'auteur, Ce que l'Indicateur indique, Qu'on m'indiquât l'indicateur! Pour comprendre ce qu'il m'indique, Qu'on m'indique l'indicateur!",ABAB CDCD ED,Triolets,feminine; masculine; feminine; masculine; feminine; masculine; feminine; masculine; feminine; feminine,8; 8; 8; 8; 8; 8; 8; 8; 8; 8,,"(Soliveau, remembering.) Ah!... it's rue du Mouton... yes... I remember... it's rue du Mouton where my wife's aunt is supposed to live!...if I could find...(He starts flipping through his book.)",
2,7,3,Soliveau; Damastor,"Damastor, pretending to be helpful, offers a seemingly generous gesture to Soliveau.",Des brodequins de Lise,"Je suis comme un Écossais, Noble et grand de ma personne ; L'hospitalité je donne, Et je ne la vends jamais.",ABAB,Quatrain,masculine; feminine; feminine; masculine,8; 8; 8; 8,,,Il est comme un Écossais... (with Soliveau)
2,8,1,Soliveau; Damastor,"Soliveau is being convinced by Damastor to lie down on a mechanical bed that supposedly helps you sleep and wake up at will. As Soliveau lies on the bed, it begins to rock and play a lullaby.","Dodo, l'enfant, do","Dodo ,l'enfant,do.",A,Single-line refrain,feminine,6,,"Le lit se met de lui-même à bercer Soliveau en jouant l'air: Dodo, l'enfant, do.",
