act,scene,number,characters,dramatic_situation,air_or_melodie,poetic_text,rhyme_scheme,poetic_form,end_of_line_accents,syllable_count_per_line,irregularities,stage_direction_or_cues,reprise
1,10,1,BOURGACHARD,Bourgachard reflects on the carefree attitude of youth and the realization of old age.,Air du Piège,"Point de remords, point de chagrin,
Et l’on se repasse sans peine
Amour, fillettes et bon vin,
Sans compter mainte autre fredaine.
Nous nous disions, nous autres chenapans :
Ces péchés-là, je puis me les permettre ;
Pour m’en repentir, j’ai le temps
Où je n’en pourrai plus commettre !
Eh bien ! ce temps-là est venu...",ABAB CCDCD,Quatrain followed by a quatrain,feminine; feminine; feminine; feminine; masculine; feminine; feminine; feminine,9; 9; 9; 9; 9; 12; 8; 10,,Il s’assied auprès de la table.,
1,10,2,BOURGACHARD; HENRI,"Henri informs Bourgachard of his marriage to a widow, leading Bourgachard to express his surprise and opinions.",Air du vaudeville de l’Avare,"Oui, ventrebleu, l’idée est neuve !
Aller, au printemps de ses jours,
Pour femme choisir une veuve !
Qu’importe, si j’ai ses amours ?
Veuve qui fera tous les jours
Des comparaisons en ménage
De vous et du premier mari.
Eh ! qu’importe, mon oncle, si
Elles sont à mon avantage ?",ABAB CDCD,Quatrains,feminine; feminine; feminine; masculine; feminine; feminine; masculine; feminine,8; 9; 9; 8; 8; 9; 7; 9,,Avec embarras.,
1,11,1,Bourgachard; Henri; Gabrielle,"Héloïse faints upon hearing her supposedly deceased husband is alive, leading to a chaotic musical trio.",Air du Serment,"Grand Dieu ! que signifie
Un tel événement ?
Trahison, perfidie,
Je le vois à présent.
Grand Dieu ! que signifie
Notre ruse est trahie ;
Comment faire à présent ?
Ma pauvre tante ! ah ! je conçois, hélas !
Et son trouble et son embarras.
Revoir revenir à la vie
Un mari qu’on n’attendait pas !
Pardon, Messieurs, je ne la quitte pas !
Grand Dieu ! que signifie,
Etc.
Grand Dieu ! que signifie, Etc.",AABB CCDDEE,strophic form with repeated lines for dramatic emphasis,feminine; masculine; feminine; masculine; feminine; feminine; masculine; masculine; feminine; masculine; feminine,6; 7; 5; 6; 6; 7; 8; 8; 7; 8; 7,,"Henri a sonné pendant ce dernier ensemble, Anastase paraît ; Gabrielle relève sa tante, qui sort en s’appuyant sur son bras et sur celui d’Anastase.",
1,12,1,BOURGACHARD; HENRI,Bourgachard and Henri have decided against marriage and are celebrating the idea of remaining bachelors.,"D'honneur, c'est charmant ! (des Malheurs d'un amant heureux.)","Plus de mariage !
Demeurons garçons.
Oui, c’est le plus sage ;
Et nous passerons...
Notre vie entière
Sans bruit, sans débat !
L’hymen, c’est la guerre !
C’est un vrai combat !
Le bonheur, sur la terre,
C’est le célibat.",ABAB CDCD EE,Simple verse form,masculine; masculine; feminine; masculine; feminine; masculine; masculine; masculine; feminine; masculine,5; 5; 7; 5; 6; 5; 6; 5; 7; 5,,Bourgachard exits through the back.,
1,15,1,Gabrielle; Bourgachard,"Gabrielle reveals a letter to Bourgachard that causes him to realize his past actions and confess his faults, leading to his offer of reparation.",LA CHANOINESSE,"Ô ma pauvre tante !... Allons, du courage !",A,Single line,feminine,10,,,
1,17,1,HENRI; GABRIELLE,Henri expresses surprise at Gabrielle's consent to his uncle's advances.,Un jeune Grec,"Qu’ai-je entendu ?... votre consentement !... Ah ! ma surprise, à chaque instant augmente !",AABB,quatrain,feminine; feminine,8; 12,,Ils se regardent tous deux un moment en silence.,
1,17,2,HENRI; GABRIELLE,Henri is shocked at Gabrielle's acceptance of becoming his aunt.,Un jeune Grec,Et d’où vient donc ce grand étonnement ? Vous consentez à devenir ma tante !,AABB,couplet,feminine; feminine,10; 10,,,
1,17,3,GABRIELLE; HENRI,"Henri doubts Gabrielle's intentions, Gabrielle insists on constancy.",Un jeune Grec,Eh bien ! qu’importe ? Ah ! c’est ce qu’on verra... Par la constance moi je brille.,ABAC,quatrain,masculine; feminine,6; 8; 8,,,
1,17,4,HENRI; GABRIELLE,Gabrielle jokes that everything remains in the family.,Un jeune Grec,"Et cette main, mon oncle l’obtiendra ? Eh ! oui, vraiment, pour que cela Ne sorte pas de la famille.",AABA,tercet,feminine; feminine; feminine,10; 9; 10,Unclear separation between lines 2 and 3 in the original text.,,
1,18,1,GABRIELLE,"Gabrielle reveals her feelings to Bourgachard, explaining why they would not be a good match and what kind of partner would suit him better.",Air de valse,"Ce n’est pas cela, Ce tableau-là Ne peut guère Vous plaire ; Aussi, pour vous, et trait pour trait, Voilà ce qu’il faudrait : Une femme de quarante ans, Fraîche encor, douce, aimable et bonne... Songe-t-on aux jours du printemps Lorsque brille un beau jour d’automne ? N’est-ce pas cela ? N’est-ce pas là La compagne et l’amie Qui de la vie Et de l’hymen Charmerait le chemin ? Ne voyant que votre intérêt, Sans humeur et sans égoïsme ; Toujours là, les jours de piquet, Surtout les jours de rhumatisme. N’est-ce pas cela ? N’est-ce pas là La compagne et l’amie Qui de la vie Et de l’hymen Charmerait le chemin ? Elle entendrait, près du foyer, Le récit de chaque victoire, Et donnerait au vieux guerrier Paix et bonheur après la gloire. N’est-ce pas cela ? N’est-ce pas là La compagne et l’amie Qui de la vie Et de l’hymen Charmerait le chemin ?",AABBC DDEED FFBBG GAAB CDEED FFBBG GAAB CDEED FFBBG,Strophic form with repeated refrain,féminine; féminine; féminine; féminine; masculine; féminine; féminine; féminine; féminine; féminine; féminine; féminine; féminine; féminine; féminine; féminine; féminine; féminine; féminine; féminine; féminine; féminine; féminine; féminine; féminine,6; 5; 4; 3; 7; 5; 9; 9; 8; 9; 3; 3; 6; 6; 5; 7; 4; 8; 3; 3; 6; 6; 5; 7; 4; 8; 3; 3,,Air de valse.,
1,19,1,BOURGACHARD,A reconciliation between characters after misunderstandings are resolved. Bourgachard expresses a desire for their lives to be embellished by friendship and to forget the past.,Valet de chambre,"Par l’amitié (bis.)
Que notre vie
Soit embellie !
Par l’amitié (bis.)
Que le passé soit oublié !",AABAA,Strophic with refrain,feminine; feminine; feminine; feminine; feminine,5; 5; 5; 5; 7,,,
